"Agency Code","Agency Name","Previous UII","Unique Investment Identifier","Shared Services Category","Shared Services Identifier","LOB Title","Mission Support Investment Category","Bureau Code","Bureau Name","Part Of IT Portfolio","Mission Delivery and Management Support Area","Type of Investment","National Security Systems Identifier","IT Infrastructure and Management Type","Line Item Descriptor","Investment Title","Investment Description","FEA BRM Services - Primary service area","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY Budget Authority Agency Funding ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY Budget Authority Agency Funding ($ M)","Cloud Computing Alternatives Evaluation","Total Cloud PaaS/IaaS Cost CY","Total Cloud SaaS Cost CY","Total Other Managed Services Cost CY","Budget Year","Derived Status","Updated Date","Updated Time"
"	010","Department of the Interior",010-000001463,010-000001463,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","USGS - CSS - Core Science Systems","The CSS mission area builds on USGS core strengths in characterizing and understanding complex earth and biological systems through research, modeling, mapping, and the production of high quality data on the nation's natural resource assets.","590 - Mapping / Geospatial",5.76515,5.91384,6.04986,0,0,0,0,0,0,0,5.76515,0,5.91384,0,6.04986,0,6.04986,"	1",0.07249,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000357,010-000001023,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","04 - Network","00 - Investment Line","USGS - Infrastructure - Local Area Network","USGS - Local Area Network services in support of the USGS science community.","139 - Provide and Maintain IT Infrastructure",3.36148,3.36148,3.417,0,0,0,0,0,0,0,3.36148,0,3.36148,0,3.417,0,3.417,"	3",0,0,0,2020,Split,2019-04-03,18:52:01
"	010","Department of the Interior",010-000001045,010-000001045,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","USGS - AEI - Integrated Science Data Environment (ISDE)","The ISDE is an umbrella investment that supports the development, implementation, and operation of scientific computing instruments and IT components that underpins an integrated information environment for USGS.","026 - Scientific and Technological Research and Innovation",2.18723,2.21778,3.09049,0,0,0,0,0,0,0,2.18723,0,2.21778,0,3.09049,0,3.09049,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000002265,010-000002265,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","02 - IT Security & Compliance","00 - Investment Line","USGS - Infrastructure - IT Security & Compliance","This investment captures bureau infrastructure costs that roll up to a parent investment.","315 - Threat and Vulnerability Management",3.09156,3.46322,5.1601,0,0,0,0,0,0,0,3.09156,0,3.46322,0,5.1601,0,5.1601,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001464,010-000001464,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","USGS - Administration and Human Resources","The Administration, Enterprise Information, and Facilities investment encompasses a broad spectrum of specialized and tailored information management services that are the framework for conducting scientific knowledge discovery, management, and delivery.","129 - Reporting and Information",16.20283,4.88006,4.99231,0,0,0,0,0,0,0,16.20283,0,4.88006,0,4.99231,0,4.99231,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001462,010-000001462,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","USGS - WAT - Water","This investment establishes essential mission specific information, technology, tools & research on freshwater resources, changes, future user impacts, identification of sources & forecasts of likely outcomes for water availability & quality.","056 - Water Resource Management",12.00503,12.17311,12.45309,0,0,0,0,0,0,0,12.00503,0,12.17311,0,12.45309,0,12.45309,"	1",0.01013,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001461,010-000001461,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","01 - Mission Delivery","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","USGS - HAZ - Natural Hazards","This investment supports the collection of accurate & timely information to assess vulnerability & risks for natural hazards & conducts focused research to improve hazard predictions & prevent natural hazards from becoming disasters.","008 - Disaster Preparedness and Planning",3.47158,3.54128,3.62274,0,0,0,0,0,0,0,3.47158,0,3.54128,0,3.62274,0,3.62274,"	1",0.00823,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001460,010-000001460,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","USGS - EMEH - Energy, Minerals, and Environmental Health","USGS is the sole Federal provider of scientific research & information on mineral resource potential, production, consumption, & environmental effects. This investment supports essential scientific research to achieve these objectives.","026 - Scientific and Technological Research and Innovation",5.66722,5.74654,5.87872,0,0,0,0,0,0,0,5.66722,0,5.74654,0,5.87872,0,5.87872,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001459,010-000001459,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","USGS - CLU - Climate and Land-Use Change","CLU provides scientific research, monitoring, modeling, synthesis, and forecasting. Results provide the scientific foundation upon which policymakers, natural resource managers, and the public make informed decisions about management of natural resources.","023 - Environmental Monitoring and Forecasting",4.66528,4.73072,4.81229,0,0,0,0,0,0,0,4.66528,0,4.73072,0,4.81229,0,4.81229,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000002181,010-000002514,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","05 - Data Center and Cloud","00 - Investment Line","USGS - Infrastructure - Data Center & Cloud","USGS standard Data Center & Cloud investment.","139 - Provide and Maintain IT Infrastructure",3.807483,10.675563,11.090773,0,0,0,0,0,0,0,3.807483,0,10.675563,0,11.090773,0,11.090773,"	1",2.78434,0,0,2020,Split,2019-04-03,18:52:02
"	010","Department of the Interior",010-000001458,010-000001458,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","USGS - ECO - Ecosystems","ECO strives to understand ecosystem structure, function, and processes, drivers that impact ecosystem change, develop tools and technologies to inform decision-makers and apply science to enhance strategies for management, conservation and restoration.","026 - Scientific and Technological Research and Innovation",3.80021,3.85371,3.8732,0,0,0,0,0,0,0,3.80021,0,3.85371,0,3.8732,0,3.8732,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001049,010-000001049,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","01 - Mission Delivery","	02","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","USGS - WAT - National Water Information System (NWIS)","NWIS provides acquisition, processing, storage and dissemination of water resource data essential to USGS partners in local, state, tribal, and Federal governments - and includes data from over a million US sites - with both long-term and real-time data.","056 - Water Resource Management",7.6,7.6,12.968,0,0,0,0,7.463,0,7.463,7.6,0,7.6,0,5.505,0,5.505,"	1",0.62258,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000330,010-000002546,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","06 - End User","00 - Investment Line","USGS - Infrastructure - End User","USGS standard End User investment.","139 - Provide and Maintain IT Infrastructure",9.90627,16.336364,16.508554,0,0,0.51,0,0.51,0,0.51,9.90627,0,15.826364,0,15.998554,0,15.998554,"	3",0,0,0,2020,Split,2019-04-03,18:52:02
"	010","Department of the Interior",010-000001050,010-000001050,"00 - Agency Investments",,N/A,"01 - Not Applicable","	12","United States Geological Survey","01 - Mission Delivery","	02","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","USGS - CSS - TNM Reengineering Project","The National Map is a consistent framework for current geographic knowledge enabling the Nation to solve geospatial problems by providing public access to high-quality, geospatial data and information from multiple partners.","590 - Mapping / Geospatial",4.829,4.829,4.829,0.175,0,0.175,0,0.175,0,0.175,4.654,0,4.654,0,4.654,0,4.654,"	1",0.5,0.155,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000403,010-000000403,"00 - Agency Investments",,N/A,"07 - Other","	18","United States Fish and Wildlife Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - Data Tracking System (DTS)","The Data Tracking System (DTS) is used to track official Service and Departmental correspondence.","661 - Document Management and workflow",0.329561,0.329561,0.338061,0,0,0,0,0.005,0,0.005,0.329561,0,0.329561,0,0.333061,0,0.333061,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000357,010-000000434,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","04 - Network","00 - Investment Line","FWS - Infrastructure - Local Area Network","FWS LANS. Includes NCTC Guest Check-In.","139 - Provide and Maintain IT Infrastructure",3.735485,5.968703,5.120471,0,0,0,0,0,0,0,3.735485,0,5.968703,0,5.120471,0,5.120471,"	5",0,0,0,2020,Split,2019-04-03,18:52:01
"	010","Department of the Interior",010-000000330,010-000002536,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","06 - End User","00 - Investment Line","FWS - Infrastructure - End User","FWS standard End User investment.","139 - Provide and Maintain IT Infrastructure",20.557539,31.808554,33.067605,0,0,0,0,0,0,0,20.557539,0,31.808554,0,33.067605,0,33.067605,"	5",0,0,0,2020,Split,2019-04-03,18:52:01
"	010","Department of the Interior",010-000000456,010-000000456,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","01 - Mission Delivery","	05","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - LEMIS","This investment is for the FWS LEMIS funding that is required to accommodate the gaps/requirements that the DOI IMARS initiative does not meet; this investment has been upgraded based on meeting agency criteria for a major investment..","121 - Security Management",1.2085,1.2085,1.2335,0.125,0,0.165,0,0.15,0,0.15,1.0835,0,1.0435,0,1.0835,0,1.0835,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000002181,010-000002504,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","05 - Data Center and Cloud","00 - Investment Line","FWS - Infrastructure - Data Center & Cloud","FWS standard Data Center & Cloud investment.","139 - Provide and Maintain IT Infrastructure",3.761112,1.91448,3.955074,0,0,0,0,0,0,0,3.761112,0,1.91448,0,3.955074,0,3.955074,"	5",0,0,0,2020,Split,2019-04-03,18:52:01
"	010","Department of the Interior",010-000000468,010-000000468,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - Wildlife Tracking and Reporting on Actions for Conservation of Species (Wildlife TRACS)","TRACS is a spatial web-based tool that satisfies the legislative reporting, accountability, transparency and coordination needs of the WSFR and SWG programs.","057 - Conservation, Marine and Land Management",2.647,2.763,2.791,0,0,0,0,0,0,0,2.647,0,2.763,0,2.791,0,2.791,"	1",0.155,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000001543,010-000001543,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - Sea Lamprey Database","Sea Lamprey database contains information critical to the delivery & evaluation of an integrated control program to manage invasive sea lamprey populations in the 5 Great Lakes and is the primary data repository for the Great Lakes Fishery Commission.","057 - Conservation, Marine and Land Management",0.10234,0.1079,0.1129,0,0,0,0,0,0,0,0.10234,0,0.1079,0,0.1129,0,0.1129,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000462,010-000000462,"00 - Agency Investments",,N/A,"07 - Other","	18","United States Fish and Wildlife Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - Real Property Management Information System (RPMIS)","Real Property Management Information System, record of land holdings of the FWS.","538 - Program / Project Management",0.0714,0.072,0.0727,0,0,0,0,0,0,0,0.0714,0,0.072,0,0.0727,0,0.0727,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000406,010-000000406,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","01 - Mission Delivery","	02","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - Environmental Conservation Online System (ECOS)","Internet based system that provides access to ecological services, fisheries, refuges, migratory birds, environmental contaminants and habitat conservation data systems.","057 - Conservation, Marine and Land Management",4.17209,4.202,6.3,2.377,0.045,2.377,0.045,4,0,4,1.79509,0,1.825,0,2.3,0,2.3,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000402,010-000000402,"00 - Agency Investments",,N/A,"07 - Other | 03 - Human Resources","	18","United States Fish and Wildlife Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - Cost and Performance Management System (CPMS)","Meets requirements of the GPRA, A-11, FASAB IV (Sec directive required all bureaus to implement an ABC Mgmt Sys). Includes Human Capital Mgmt module supporting OPM's End to End Hiring Initiative (Job Classification, Job Announcements, Org Charts).","547 - Performance Management",0.80423,0.81423,0.53423,0,0,0,0,0,0,0,0.80423,0,0.81423,0,0.53423,0,0.53423,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000001763,010-000001763,"00 - Agency Investments",,N/A,"07 - Other","	18","United States Fish and Wildlife Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - Enterprise Content Management System (eCMS)","Content management system will be used to streamline web development, updates, and management.","344 - Content Management",2.8,1.2,1.2,2.8,0,1.2,0,1.2,0,1.2,0,0,0,0,0,0,0,"	3",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000465,010-000000465,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - Service Permit Issuance and Tracking System (SPITS)","SPITS is used to issue and track various Fish and Wildlife species permits.","079 - Permits and Licensing",0.5594,0.448,0.192,0.295,0,0.195,0,0.031,0,0.031,0.2644,0,0.253,0,0.161,0,0.161,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000002255,010-000002255,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","02 - IT Security & Compliance","00 - Investment Line","FWS - Infrastructure - IT Security & Compliance","This investment captures bureau infrastructure costs that roll up to a parent investment.","315 - Threat and Vulnerability Management",3.764999,3.14556,5.001783,0,0,0,0,0,0,0,3.764999,0,3.14556,0,5.001783,0,5.001783,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",,010-000002379,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","01 - Mission Delivery","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - Online Harvest Diary Surveys","A web application that will function as the online harvest diary survey response platform for the Migratory Bird Program.","057 - Conservation, Marine and Land Management",0.371146,0.371146,0.371146,0,0,0,0,0,0,0,0.371146,0,0.371146,0,0.371146,0,0.371146,"	6",0,0,0,2020,New,2019-04-03,18:52:02
"	010","Department of the Interior",010-000000458,010-000000458,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","01 - Mission Delivery","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - National Wetlands Inventory (NWI)","The NWI data management and distribution (required by EWRA & OMB A-16) provides all Federal, State, Regional, local, and Tribal agencies and the public with online wetland maps data for the nation, with   partners.  Includes CBRS mapper.","056 - Water Resource Management",0.413,0.4323,0.4257,0,0,0,0,0,0,0,0.413,0,0.4323,0,0.4257,0,0.4257,"	1",0.073,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000394,010-000000394,"00 - Agency Investments",,N/A,"07 - Other","	18","United States Fish and Wildlife Service","02 - Administrative Services and Support Systems","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - Budget Allocation System (BAS)","Tracks funding allocations (Budget Authority) from Service accounts and generates the FBMS load file used to populate allocation decisions in FBMS.","129 - Reporting and Information",0.15,0.15,0.325,0,0,0,0,0.2,0,0.2,0.15,0,0.15,0,0.125,0,0.125,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000464,010-000000464,"00 - Agency Investments",,N/A,"01 - Not Applicable","	18","United States Fish and Wildlife Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","FWS - Refuge Management Information System (RMIS)","Integrated databases containing a wide variety of information of national scope needed to properly manage the National Wildlife Refuge System.","057 - Conservation, Marine and Land Management",0.2568,0.259,0.2753,0,0,0,0,0,0,0,0.2568,0,0.259,0,0.2753,0,0.2753,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000357,010-000001318,"00 - Agency Investments",,N/A,"01 - Not Applicable","	22","Bureau of Safety and Environmental Enforcement","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","04 - Network","00 - Investment Line","BSEE - Infrastructure - Local Area Network","BSEE standard local area network investment.","139 - Provide and Maintain IT Infrastructure",1.135582,1.526298,1.6764,0,0,0,0,0,0,0,1.135582,0,1.526298,0,1.6764,0,1.6764,"	5",0,0,0,2020,Split,2019-04-03,18:52:01
"	010","Department of the Interior",010-000002181,010-000002503,"00 - Agency Investments",,N/A,"01 - Not Applicable","	22","Bureau of Safety and Environmental Enforcement","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","05 - Data Center and Cloud","00 - Investment Line","BSEE - Infrastructure - Data Center & Cloud","BSEE standard Data Center & Cloud investment.","139 - Provide and Maintain IT Infrastructure",1.173311,1.639974,1.334971,0,0,0,0,0,0,0,1.173311,0,1.639974,0,1.334971,0,1.334971,"	5",0,0,0,2020,Split,2019-04-03,18:52:01
"	010","Department of the Interior",010-000001922,010-000001922,"00 - Agency Investments",,N/A,"01 - Not Applicable","	22","Bureau of Safety and Environmental Enforcement","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BSEE - Survey Software (formerly CVENT)","It is survey software to support OMB Circular A-123 activities for the Bureau of Safety and Environmental Enforcement.","538 - Program / Project Management",0.01851,0.015395,0.015395,0,0,0,0,0,0,0,0.01851,0,0.015395,0,0.015395,0,0.015395,"	1",0,0.0077,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000226,010-000000226,"00 - Agency Investments",,N/A,"01 - Not Applicable","	22","Bureau of Safety and Environmental Enforcement","01 - Mission Delivery","	03","01 - Major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BSEE - Technical Information Management System (TIMS)","TIMS supports environmental protection and economic development through management of offshore conventional and renewable energy and marine mineral resources: lease sales; plan and permit evaluation; safety inspections; and environmental compliance.","019 - Energy Production and Transmission",23.294,18.415,19.079,8.057,0,2.752,0,2.16,0,2.16,15.237,0,15.663,0,16.919,0,16.919,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000002119,010-000002119,"00 - Agency Investments",,N/A,"01 - Not Applicable","	22","Bureau of Safety and Environmental Enforcement","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BSEE - Enterprise Risk Management (ERM) Software","A software package to hold a database of risks, risk treatments, and events.  It is used to calculate levels of risk.","315 - Threat and Vulnerability Management",0.203125,0.32989,0.209425,0,0,0,0,0,0,0,0.203125,0,0.32989,0,0.209425,0,0.209425,"	1",0,0.07185,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000174,010-000000174,"00 - Agency Investments",,N/A,"07 - Other","	22","Bureau of Safety and Environmental Enforcement","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BSEE - Cost and Performance Management Tool (formerly Activity Based Costing)","The Cost and Performance Mgmt Tool is an integrated activity-based costing and performance management tool that will provide cost and performance measurement data to facilitate better managerial decision-making to successfully execute the BSEE's mission.","124 - Accounting",0.33681,0,0.3388,0,0,0,0,0,0,0,0.33681,0,0,0,0.3388,0,0.3388,"	6",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior","010-000002260,010-000002252",010-000002254,"00 - Agency Investments",,N/A,"01 - Not Applicable","	22","Bureau of Safety and Environmental Enforcement","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","02 - IT Security & Compliance","00 - Investment Line","BSEE - Infrastructure - IT Security & Compliance","This investment captures bureau infrastructure costs that roll up to a parent investment.","315 - Threat and Vulnerability Management",1.154055,1.112127,1.7945,0,0,0,0,0,0,0,1.154055,0,1.112127,0,1.7945,0,1.7945,"	4",0,0,0,2020,Consolidation,2019-04-03,18:52:02
"	010","Department of the Interior",010-000002118,010-000002118,"00 - Agency Investments",,N/A,"01 - Not Applicable","	22","Bureau of Safety and Environmental Enforcement","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BSEE - Case Management System (CMS)","An Investigative Case Management System to track all reportable incidents.","321 - Regulatory Enforcement  ",0.11218,0.004098,0,0,0,0,0,0,0,0,0.11218,0,0.004098,0,0,0,0,"	1",0,0.119,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000330,010-000002535,"00 - Agency Investments",,N/A,"01 - Not Applicable","	22","Bureau of Safety and Environmental Enforcement","03 - IT Infrastructure, IT Security, and IT Management","	00","05 - Standard IT Infrastructure","01 - Non-National Security System Investment","06 - End User","00 - Investment Line","BSEE - Infrastructure - End User","BSEE standard End User investment.","139 - Provide and Maintain IT Infrastructure",13.234241,13.273443,13.888781,0,0,0,0,0,0,0,13.234241,0,13.273443,0,13.888781,0,13.888781,"	5",0,0,0,2020,Split,2019-04-03,18:52:02
"	010","Department of the Interior",010-000002311,010-000002311,"00 - Agency Investments",,N/A,"01 - Not Applicable","	22","Bureau of Safety and Environmental Enforcement","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","BSEE - Enterprise Data Modeling/Dictionary Tool","This investment is a software package for an Enterprise level Data Modeling and Metadata Management Solution to build and maintain an Enterprise Data Model and Data Dictionary for the bureau's business processes.","339 - Information Mapping / Taxonomy / Categorization",0,0,0.04523,0,0,0,0,0,0,0,0,0,0,0,0.04523,0,0.04523,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:02
"	010","Department of the Interior",010-000000499,010-000000499,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - CR Park Historic Structures & Cultural Landscapes Application","Database of National Park Service historical structures and cultural landscapes.","017 - Cultural and Historic Preservation",0.313,0.26,0,0.148,0,0.15,0,0,0,0,0.165,0,0.11,0,0,0,0,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000000577,010-000000577,"00 - Agency Investments",,N/A,"07 - Other","	24","National Park Service","02 - Administrative Services and Support Systems","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - PPFL - DSC Project Cost & Schedule Control","DSC/PCSS is used in project budget development, project scheduling/tracking, and reporting of projects accomplishments.  It is also used to assure equal workloads are assigned within divisions. The system is built in MS Project Server Enterprise.","057 - Conservation, Marine and Land Management",0.084,0.575,0.77054,0,0,0,0,0.3,0,0.3,0.084,0,0.575,0,0.47054,0,0.47054,"	4",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",010-000001894,010-000001894,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","NPS - National Mall Parking System","Manage parking areas for visitor use.","058 - Recreational Resource Management and Tourism",1.2004,1.22215,0.1817,0,0,0,0,0,0,0,1.2004,0,1.22215,0,0.1817,0,0.1817,"	5",0,0,0,2020,"No change in status",2019-04-03,18:52:01
"	010","Department of the Interior",,010-000002396,"00 - Agency Investments",,N/A,"01 - Not Applicable","	24","National Park Service","01 - Mission Delivery","	07","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DOI - Digital Evidence Management System (BWC-DEMS)","Integrated Body Worn Camera (BWC) devices and storage solution to meet industry and agency security standards and provide for management of the data.","045 - Criminal Investigation and Surveillance",0.59192,1.33924,2.222962,0.57992,0,0.98084,0,0,0,0,0.012,0,0.3584,0,2.222962,0,2.222962,"	3",0,0,0,2020,New,2019-04-03,18:52:01
